id,lang,created_at,text,conversation_id,edit_history_tweet_ids,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,username,in_reply_to_user_id
2039076332806570182,en,2026-03-31T20:24:16.000Z,Friendly reminder that Joey Wiemer is the hottest hitter in baseball. He’s +600 to hit a dinger tonight 👀 https://t.co/YJiimP3PVz,2039076332806570182,['2039076332806570182'],0,4,10,0,0,8302,ActionNetworkHQ,
2039073798771601511,en,2026-03-31T20:14:12.000Z,"MLB is here and so is Dinger Tuesday 💣🥳

@FDSportsbook is offering up to $3,000 in bonus bets to kick off the MLB season!

How the promo works + how to maximize it ⤵️
https://t.co/asAQuWHvx4 https://t.co/SHRk6eUEiH",2039073798771601511,['2039073798771601511'],2,1,10,0,1,7385,ActionNetworkHQ,
2039071587308097823,en,2026-03-31T20:05:25.000Z,NCAA Championship look ahead lines on @FDSportsbook 👀 https://t.co/5IAXJjNTp6,2039071587308097823,['2039071587308097823'],0,6,4,0,0,7358,ActionNetworkHQ,
2039050447328096505,en,2026-03-31T18:41:25.000Z,KOTC picks for tonight 👀 https://t.co/N4Xt410U6e,2039050447328096505,['2039050447328096505'],0,1,3,0,1,11821,ActionNetworkHQ,
2039046971881566626,en,2026-03-31T18:27:36.000Z,"💣 First Dinger Tuesday of the Season!

Wanting to bet on some homers? Action PRO's got you. Here's the highest HR prop edges for today! https://t.co/EpE9QdFd0L",2039046971881566626,['2039046971881566626'],5,4,51,1,13,31903,ActionNetworkHQ,
2039040212240601250,zxx,2026-03-31T18:00:44.000Z,https://t.co/bYrhy52LlL,2039040212240601250,['2039040212240601250'],0,2,0,1,0,9452,ActionNetworkHQ,
2039025425343541431,en,2026-03-31T17:01:59.000Z,"Get-in prices in Los Angeles tonight 🎟️

Dodgers-Guardians: $170
Lakers-Cavs: $120

(Via @TickPick) https://t.co/43DL7ZiQy8",2039025425343541431,['2039025425343541431'],10,6,127,1,7,63531,ActionNetworkHQ,
2039025038758719776,en,2026-03-31T17:00:27.000Z,"Come join us LIVE with @DerekCarty &amp; @The_Oddsmaker for our NEW MLB Prop Drop show!

2 of the sharpest player prop experts in the business will give out their favorite plays for today's MLB slate

https://t.co/nVM9DYBgsy",2039025038758719776,['2039025038758719776'],9,2,16,0,1,32013,ActionNetworkHQ,
2039023360147898795,en,2026-03-31T16:53:46.000Z,"🏒BLUE JACKETS VS. HURRICANES BEST BET

🎯BLUE JACKETS ML (+114)
👇Add directly to your betslip
https://t.co/71He4GaZyE

""The Jackets have a solid foundation. Though they could be better 5-on-5 on offense, their defense is sound, and they have a quality goaltender in Jet Greaves, https://t.co/6SdISxFm8j",2039023360147898795,['2039023360147898795'],3,5,20,0,1,7109,ActionNetworkHQ,
2038989137122832512,en,2026-03-31T14:37:47.000Z,"🐟WHITE SOX VS. MARLINS BEST BET

📉UNDER 8.5
👇Add directly to your betslip
https://t.co/iIVl0RvZak

""Our good friend @SeanZerillo projects a solid amount of value on the Under for this game.

He projects just 7.82 runs for this contest, while Under 8.5 is still widely available https://t.co/hN6st8jYjd",2038989137122832512,['2038989137122832512'],5,4,31,0,2,9030,ActionNetworkHQ,
2038985976517628274,en,2026-03-31T14:25:13.000Z,"🏀RAPTORS vs PISTONS BEST BET

🎯Daniss Jenkins u21.5 Pts+Ast (-118)
👇Add directly to your betslip
https://t.co/Rt6GNPpjbl

🗣️""Jenkins has failed to cover this line in 19 straight games when facing a top-10 defensive team. An additional five minutes of overtime against the https://t.co/b847wqk9d4",2038985976517628274,['2038985976517628274'],2,3,19,0,4,7732,ActionNetworkHQ,
2038982930291167726,en,2026-03-31T14:13:07.000Z,"☀️RAYS vs BREWERS BEST BET

🎯Tampa Bay Rays Moneyline (+118)
👇Add directly to your betslip
https://t.co/WcBBAyPCxB

🗣️""The bullpens, baserunning, and defensive quality are roughly even on either side. Still, I do give Tampa Bay the edge, specifically in the first five innings https://t.co/E2iPbWaHm1",2038982930291167726,['2038982930291167726'],5,4,37,0,4,9413,ActionNetworkHQ,
2038978457137275273,en,2026-03-31T13:55:21.000Z,"🐝HORNETS vs NETS BEST BET

🎯Coby White o14.5 Points (-120)
👇Add directly to your betslip
https://t.co/iMWA0HLUrC

🗣️""The Hornets have made an effort to shorten their rotation as they gear up for the postseason, but White isn't one of the guys in jeopardy of having his minutes https://t.co/UKOggR1RdB",2038978457137275273,['2038978457137275273'],1,2,43,1,6,20075,ActionNetworkHQ,
2038976223418745057,en,2026-03-31T13:46:28.000Z,"☀️SUNS vs MAGIC BEST BET

🎯Phoenix Suns Moneyline (+110)
👇Add directly to your betslip
https://t.co/BwCV9csqrV

🗣️""Phoenix creates a lot of threes, and makes them at a top-10 rate — while the Magic take very few, and make very few. Orlando is excellent at preventing threes, but https://t.co/iD1Rj40Sbk",2038976223418745057,['2038976223418745057'],4,10,45,0,5,11453,ActionNetworkHQ,
2038973522454753599,en,2026-03-31T13:35:44.000Z,"🔥METS vs CARDINALS PARLAY via @VegasMinion 

⚾️New York Mets Moneyline
⚾️Francisco Lindor o1.5 Total Bases

Add direclty to your betslip👉https://t.co/UvtqRMoqEd https://t.co/p2Zg0XqZgQ",2038973522454753599,['2038973522454753599'],4,4,32,0,1,7787,ActionNetworkHQ,
2038867966620745911,en,2026-03-31T06:36:18.000Z,"Bronny James season-high 26 minutes: 6 pts, 2/10 FG, 0/5 3PT

Missed a fastbreak layup in the 3rd that would’ve put him over 6.5 🪝 https://t.co/ISrvXWZ33o",2038867966620745911,['2038867966620745911'],5,5,28,2,1,13223,ActionNetworkHQ,
2038837701462356350,en,2026-03-31T04:36:02.000Z,"CAL RALEIGH BREAKS OUT OF THE SLUMP WITH A WALK-OFF WINNER 🔱

Raleigh got the day off after starting the season 2/15. 
He received LOUD MVP chants from the Seattle crowd pinch hitting late against the Yankees and reigning MVP Aaron Judge... he struck out

Cal redeems himself https://t.co/hzYJn5h3Vj",2038837701462356350,"['2038837213174129061', '2038837701462356350']",4,0,40,1,0,20193,ActionNetworkHQ,
2038805513337467249,en,2026-03-31T02:28:08.000Z,"The Blue Jays were the biggest favorite on today's slate taking 97% of moneyline bets.

They just lost 14-5 to the Colorado Rockies...😬 https://t.co/GR9EEjBUkz",2038805513337467249,['2038805513337467249'],10,10,86,1,2,19119,ActionNetworkHQ,
2038801653302759924,en,2026-03-31T02:12:47.000Z,"Jose Altuve's first of many Home Runs during the 2026 season!! (+675)🔥🔥
https://t.co/POn5Cp29Fy",2038801653302759924,['2038801653302759924'],0,2,16,0,2,10955,ActionNetworkHQ,
2038799281142849912,en,2026-03-31T02:03:22.000Z,"36 points through 3 quarters for Devin Booker

✅Devin Booker o27.5 Points (-105)
https://t.co/4wpJRXQeBI",2038799281142849912,['2038799281142849912'],0,1,10,0,0,9037,ActionNetworkHQ,
2038795103221825721,en,2026-03-31T01:46:46.000Z,77% of spread bets are on Lakers to cover the -16 spread‼️ https://t.co/0hztcfXkkJ,2038795103221825721,['2038795103221825721'],0,1,8,0,1,8632,ActionNetworkHQ,
2038793831152255019,en,2026-03-31T01:41:42.000Z,"✅STEPHON CASTLE OVER 7.5 ASSISTS 

Stephon Castle with 8 Assists through 3 quarters cashes @JoeDellera's Best Bet! https://t.co/84d0RpvEj8 https://t.co/17EmbstodT",2038793831152255019,['2038793831152255019'],0,0,6,0,0,14331,ActionNetworkHQ,
2038792802444669057,en,2026-03-31T01:37:37.000Z,"✅REDS ML (-135) 

The Reds defeat the Pirates 2-0 cashing @ChiefZief's Best Bet! https://t.co/3u0cLn7FrC https://t.co/K6mJMpHBXZ",2038792802444669057,['2038792802444669057'],0,0,8,0,0,13724,ActionNetworkHQ,
2038790675542491472,en,2026-03-31T01:29:10.000Z,The sort of stuff that happens when you bet a NRFI 😳 https://t.co/OLNoqzZSwy,2038790675542491472,['2038790675542491472'],4,4,111,4,5,31111,ActionNetworkHQ,
2038780786443186434,en,2026-03-31T00:49:52.000Z,Texas is up 40 POINTS on Michigan in the Woman's Elite 8 game...🤯🤯🤯 https://t.co/itsMwQgjQM,2038780786443186434,['2038780786443186434'],2,1,4,0,0,7508,ActionNetworkHQ,
2038775499795714404,en,2026-03-31T00:28:52.000Z,"Ian Happ's 3rd straight game with a Home Run (+310)🔥
https://t.co/oi1b7JNnEO",2038775499795714404,['2038775499795714404'],0,1,15,0,1,8864,ActionNetworkHQ,
2038771781931000264,en,2026-03-31T00:14:06.000Z,"🔥DODGERS vs GUARDIANS BEST BET

🎯Parker Messick u4.5 Strikeouts (+128)
👇Add directly to your betslip
https://t.co/SPSgQiwNSj

🗣️""I have Messick getting pulled around Mookie Betts’ third plate appearance, projecting Under 4.5 strikeouts closer to -210."" -@The_Oddsmaker https://t.co/or7YCKtBCh",2038771781931000264,['2038771781931000264'],3,3,19,0,0,9185,ActionNetworkHQ,
2038769276874637579,en,2026-03-31T00:04:08.000Z,Oh no @steaakfriend.. https://t.co/wdOepz8YTI https://t.co/17CwDS6keX,2038769276874637579,['2038769276874637579'],1,3,13,0,1,14164,ActionNetworkHQ,
2038764927494607299,en,2026-03-30T23:46:51.000Z,"HOME TOWN GRAND SLAM 💥

Miguel Vargas extends the 8-0 White Sox (-150) lead against his home town team! 
https://t.co/J93iqVEi1t",2038764927494607299,['2038764927494607299'],1,1,20,1,0,26859,ActionNetworkHQ,
2038755533247615281,en,2026-03-30T23:09:32.000Z,"A 4-RUN 1st inning to kick things for the Nationals (+145) 🔥👀
https://t.co/Dg7I8mTVwB",2038755533247615281,['2038755533247615281'],1,6,14,0,3,9233,ActionNetworkHQ,
2038739771967565987,en,2026-03-30T22:06:54.000Z,When the dealer pulls a 5 card 21 💀 https://t.co/gFYH24D20o https://t.co/8gvBRtE1mz,2038739771967565987,['2038739771967565987'],136,6,1355,1,51,174182,ActionNetworkHQ,
2038737805082234967,en,2026-03-30T21:59:05.000Z,"Madden 27 cover race is already chaos 👀

Over on @Kalshi, odds have been all over the place — and Justin Colombo breaks down the top contenders + market movement 📊

Full Breakdown⤵️ https://t.co/RiFi1cuRm0",2038737805082234967,['2038737805082234967'],0,2,7,0,0,6449,ActionNetworkHQ,
2038714734824849622,en,2026-03-30T20:27:24.000Z,"Would you rather UConn at +600 or UConn at +650? 🤔😂

(via @MrInd1ana) https://t.co/LPcbwX5BC0",2038714734824849622,['2038714734824849622'],0,7,34,0,0,22424,ActionNetworkHQ,
2038676592705077443,en,2026-03-30T17:55:51.000Z,"🏒BLUES VS. SHARKS BEST BET
🎯BLUES ML (-110)
👇 Add Directly To Your Betslip
https://t.co/HDKhzDs8hB

""The Blues have captured wins in seven out of their last 10, including four straight. What’s also of note is that they’ve played the Sharks twice already this month and came https://t.co/eNmSryaLm6",2038676592705077443,"['2038673699692536102', '2038676592705077443']",2,5,18,0,0,7787,ActionNetworkHQ,
2038676041841906060,en,2026-03-30T17:53:39.000Z,"In their last three NCAA Tournament losses here is how large of a favorite Duke got to on the live moneyline:

2026 vs. UConn: Duke -4800
2025 vs. Houston: Duke -100000
2024 vs. NC State: Duke -920

(Lines via @DKSportsbook @DKInsights_) https://t.co/EXfryCes5d",2038676041841906060,['2038676041841906060'],11,9,104,1,18,25119,ActionNetworkHQ,
2038664792022319549,en,2026-03-30T17:08:57.000Z,Moroccan Wild Card Karim Bennani pulls off a massive upset as a +700 underdog to get his first ATP Tour win against Halys! https://t.co/cRmpBazLmg,2038664792022319549,['2038664792022319549'],0,5,12,0,0,14229,ActionNetworkHQ,
2038651099364634748,en,2026-03-30T16:14:33.000Z,"🏀 Don't think we forgot about you NBA bettors... Monday NBA Action Sheet

Streaks and L10 stats for players in tonight's NBA slate https://t.co/VwVBG9mW2n",2038651099364634748,['2038651099364634748'],2,3,17,0,3,11900,ActionNetworkHQ,
2038643665510273458,en,2026-03-30T15:45:00.000Z,"With Luka and Marcus Smart both out tonight will we see more Bronny?

His over/under points is set at 6.5 vs. the Wizards. Fade or follow? He has only gone over this number twice all season 📉 https://t.co/MbtwqPHYNq",2038643665510273458,['2038643665510273458'],0,5,8,0,0,7380,ActionNetworkHQ,
2038641642966491601,en,2026-03-30T15:36:58.000Z,When someone at work asks you a simple question but you had Duke ML to close out a 5-leg parlay 😡 https://t.co/FdYGJCTVhG,2038641642966491601,['2038641642966491601'],2,3,30,1,1,10716,ActionNetworkHQ,
2038633974768013711,en,2026-03-30T15:06:30.000Z,"⚾️REDS VS. PIRATES BEST BET

🎯REDS ML (-135)
👇 Add Directly To Your Betslip
https://t.co/YMH4EtaZNB

""In 44 innings in 2025, Burns pitched to a 2.52 xFIP and held a 34.7% strikeout rate. His stuff is elite and has the potential to be unhittable in the zone, as his 16.4% https://t.co/zsnEtFz9uz",2038633974768013711,['2038633974768013711'],6,6,65,1,8,24946,ActionNetworkHQ,
2038630383420379412,en,2026-03-30T14:52:13.000Z,"🏀 CELTICS vs HAWKS NBA BEST BET

📈 OVER 222.5
👇 Add Directly To Your Betslip
https://t.co/KEfyGmYd32

🗣️ ""The Under has already taken some steam from early bettors. However, I’m really liking the Over at 222.5 — but my recommendation is to wait for official news on Queta. If https://t.co/Vwjyt69VVZ",2038630383420379412,['2038630383420379412'],4,6,37,0,7,8696,ActionNetworkHQ,
2038626965389705533,en,2026-03-30T14:38:39.000Z,"🏀 BULLS vs SPURS NBA BEST BET

📈 STEPHON CASTLE OVER 7.5 ASSISTS
👇 Add Directly To Your Betslip
https://t.co/7ICAaV8Mqq

🗣️ ""Castle doesn't necessarily need a ton of minutes to go over this line — but even in some of the games where the Spurs are blowing out teams, he still https://t.co/F1oqRh2JRS",2038626965389705533,['2038626965389705533'],2,6,23,1,6,22016,ActionNetworkHQ,
2038626660929413479,en,2026-03-30T14:37:26.000Z,Jon Scheyer had prepared Duke for that exact situation last night. If Boozer throws the ball straight up in the air like Tre Jones did here they likely win.. https://t.co/blt1MpCfsb,2038626660929413479,['2038626660929413479'],200,91,2054,71,489,630774,ActionNetworkHQ,
2038624174277529944,en,2026-03-30T14:27:33.000Z,"🏀 76ERS vs HEAT NBA BEST BET

📈 TYRESE MAXEY OVER 26.5 POINTS
👇 Add Directly To Your Betslip
https://t.co/Tmb3nsEKRa

🗣️ ""Tyrese Maxey has scored 25+ points in six straight games — and in seven of his last eight against Miami. He tends to hit his overs against Miami more often https://t.co/1zdTlSFvN9",2038624174277529944,['2038624174277529944'],3,6,21,0,7,7848,ActionNetworkHQ,
2038616418007068717,en,2026-03-30T13:56:44.000Z,"⚾️TWINS VS ROYALS BEST BET

📈ROYALS TEAM TOTAL OVER 4.5
👇 Add Directly To Your Betslip
https://t.co/KhqJDsRMPZ

""Both of these teams dropped their opening series and struggled to look in sync on offense. The newly configured Kauffman Stadium could be a welcome sign for both https://t.co/3w5sM4MJ6N",2038616418007068717,['2038616418007068717'],5,7,57,0,4,10801,ActionNetworkHQ,
2038615656539529393,en,2026-03-30T13:53:42.000Z,What was Hurley doing?! Imagine if this was a tech and Duke tied it up 😅 https://t.co/FdYGJCTVhG,2038615656539529393,['2038615656539529393'],3,8,33,1,4,18473,ActionNetworkHQ,
2038480643848589677,en,2026-03-30T04:57:13.000Z,"✅ Guardians vs. Mariners Over 7.5

Seattle put up 8 runs themselves to cash @FAmMiranteTFJ’s Best Bet https://t.co/NJfJH3SdAO https://t.co/A5iauJw6ez",2038480643848589677,['2038480643848589677'],0,2,8,0,0,14811,ActionNetworkHQ,
2038430796436922475,en,2026-03-30T01:39:08.000Z,Looking at your bankroll after a weekend of betting on college kids: https://t.co/4irxSybJa5,2038430796436922475,['2038430796436922475'],13,8,177,2,10,27291,ActionNetworkHQ,
2038412568478241068,en,2026-03-30T00:26:42.000Z,The UConn radio broadcast of the game winner is incredible! https://t.co/ZNgTkba6HP,2038412568478241068,['2038412568478241068'],19,1,129,0,17,22603,ActionNetworkHQ,
2038411111624515626,en,2026-03-30T00:20:55.000Z,FINAL FOUR ODDS ARE LIVE https://t.co/OCiR5YMMvG,2038411111624515626,['2038411111624515626'],1,1,14,0,1,11131,ActionNetworkHQ,
2038410822737915965,en,2026-03-30T00:19:46.000Z,"✅ Yaxel Lendeborg Over 15.5 points
Finishes with 27 
✅ Tarris Reed Jr. Under 9.5 rebounds
Finishes with 9 

Cash @AlHinton23’s +230 Elite Eight parlay winner https://t.co/8IOuLXQm5x https://t.co/UZYNs91BJA",2038410822737915965,['2038410822737915965'],1,0,8,0,0,15882,ActionNetworkHQ,
2038401231572332600,en,2026-03-29T23:41:39.000Z,"Duke's last two March Madness losses have been absolute heartbreakers.

2025: Blew a 14 point second half lead vs. Houston 
2026: Blew a 15 point halftime lead vs. UConn https://t.co/b4HyycBL09",2038401231572332600,"['2038399570078494845', '2038401231572332600']",5,1,47,1,4,12183,ActionNetworkHQ,
2038400992010752206,en,2026-03-29T23:40:42.000Z,"CASH IT, @VegasMinion 😅 https://t.co/Mv45RUNLrp https://t.co/K8NaqZhbGz",2038400992010752206,['2038400992010752206'],1,3,13,1,0,15707,ActionNetworkHQ,
2038400743653224503,en,2026-03-29T23:39:43.000Z,"Join @EastBreese &amp; @Steponaduck LIVE to react to that INSANE UConn vs. Duke game &amp; give initial thoughts on this year's Final Four! 

https://t.co/xVIYSp4BLx",2038400743653224503,['2038400743653224503'],4,0,10,0,0,17001,ActionNetworkHQ,
2038400215816994986,en,2026-03-29T23:37:37.000Z,UCONN KEEPS DANCING TO CLAIM THE LAST FINAL FOUR SPOT 🐺 https://t.co/hKVXSzobnm,2038400215816994986,['2038400215816994986'],0,0,9,0,0,8142,ActionNetworkHQ,
2038399798206734757,en,2026-03-29T23:35:58.000Z,How are UConn ML bettors feeling right now? https://t.co/NF8A1guR4N,2038399798206734757,['2038399798206734757'],1,1,29,1,1,14577,ActionNetworkHQ,
2038397284145111111,en,2026-03-29T23:25:58.000Z,UConn got as high as +1500 live on the ML 🤯 https://t.co/QnIGK8m6TL,2038397284145111111,['2038397284145111111'],5,4,40,1,1,14078,ActionNetworkHQ,
2038396324614193271,en,2026-03-29T23:22:10.000Z,THIS IS MARCH!!!!!!!!!!!,2038396324614193271,['2038396324614193271'],7,2,30,0,0,8592,ActionNetworkHQ,
2038392222995939648,zxx,2026-03-29T23:05:52.000Z,https://t.co/ekbSF8LsZK https://t.co/wLlwXrNUIC,2038392222995939648,['2038392222995939648'],4,2,20,0,0,15636,ActionNetworkHQ,
2038390728078815533,en,2026-03-29T22:59:55.000Z,Cam Boozer whenever he touches the ball: https://t.co/wOFMtreWJE,2038390728078815533,['2038390728078815533'],12,0,79,1,11,27582,ActionNetworkHQ,
2038388190978122039,en,2026-03-29T22:49:50.000Z,"We're having a day here at Action as @RotoDoc nails 3/4 legs of his Joey Logano ladder 🎯🔥

✅ Joey Logano Top Ford (+380)
✅ Joey Logano Top 5 (+190)
✅ Joey Logano Top 3 (+440)
❌ Joey Logano Winner (+1400)

You can catch all of @RotoDoc's NASCAR picks every Sunday in his app https://t.co/TnQYHLfOlU https://t.co/TLHhjuTGLG",2038388190978122039,['2038388190978122039'],1,1,7,0,0,14179,ActionNetworkHQ,
2038386467081191426,zxx,2026-03-29T22:42:59.000Z,https://t.co/FVGHTMcJ87,2038386467081191426,['2038386467081191426'],1,0,10,0,0,6169,ActionNetworkHQ,
2038384834884554921,en,2026-03-29T22:36:30.000Z,"Sports are simply the best!

Two and a half years removed from brain surgery and battles with PTSD Gary Woodland wins the Texas Children’s Houston Open as a massive +11000 long shot 🤯 https://t.co/opzoeK0b2h",2038384834884554921,['2038384834884554921'],2,1,55,0,1,10690,ActionNetworkHQ,
2038376734509113362,en,2026-03-29T22:04:19.000Z,At the half Cameron and Cayden Boozer have combined for 27 points while UConn has scored 29. Down 15 this is the largest halftime deficit of the season for Hurley and the Huskies https://t.co/D0M7HyQkLU,2038376734509113362,['2038376734509113362'],2,2,8,1,0,29398,ActionNetworkHQ,
2038373197943329255,it,2026-03-29T21:50:16.000Z,UConn ML bettors: https://t.co/eouSavqmju,2038373197943329255,['2038373197943329255'],7,8,72,3,10,34896,ActionNetworkHQ,
2038372778399637883,en,2026-03-29T21:48:36.000Z,"Cam and Cayden Boozer: 27 points
UConn: 25 points https://t.co/RRdi5XFnJk",2038372778399637883,['2038372778399637883'],6,0,24,0,0,8635,ActionNetworkHQ,
2038365260122407080,en,2026-03-29T21:18:43.000Z,"Second ca$hed of the day comes on a Murakami homer!

Absolute monster day from @gneiffer07 as you've likely already seen 🔥 https://t.co/O15FRdn1BM",2038365260122407080,['2038365260122407080'],0,0,11,0,0,14064,ActionNetworkHQ,
2038362420813410318,en,2026-03-29T21:07:26.000Z,The bench reaction is everything!  https://t.co/O12nXFJLMC https://t.co/RfWYRpcMLF,2038362420813410318,['2038362420813410318'],1,3,28,0,1,22433,ActionNetworkHQ,
2038362192169545889,en,2026-03-29T21:06:32.000Z,"✅ Michigan -8

Talk about a sweat-free. Cash @SeanPaulCBB’s Elite 8 Best Bet https://t.co/RVgwOcOwjR https://t.co/zf4fFuYLJ9",2038362192169545889,['2038362192169545889'],0,0,4,0,0,11451,ActionNetworkHQ,
2038360155478438327,en,2026-03-29T20:58:26.000Z,"MICHIGAN IS FINAL FOUR BOUND

Their 33-point victory over Tennessee is the largest Elite Eight blowout since 1989 (Michigan beat Virginia by 37) via @1009TheMitt https://t.co/F1lxLAULk5",2038360155478438327,"['2038359857641009421', '2038360155478438327']",1,1,12,0,0,7779,ActionNetworkHQ,
2038356491699114358,en,2026-03-29T20:43:53.000Z,Tennessee was outscored 81-46 since they led with 11 minutes to play in the 1st half. https://t.co/CbNk26suIM,2038356491699114358,['2038356491699114358'],1,1,9,0,0,10691,ActionNetworkHQ,
2038355477952712994,en,2026-03-29T20:39:51.000Z,The Marlins are on pace to go 162-0 👀 https://t.co/CHrVr0ZTsA,2038355477952712994,['2038355477952712994'],1,0,28,0,0,11540,ActionNetworkHQ,
2038355084401119413,en,2026-03-29T20:38:17.000Z,You know the game is beyond over when the coach's son comes in and hits a three 😂 https://t.co/dZaL2DPAV9,2038355084401119413,['2038355084401119413'],2,1,17,1,0,27886,ActionNetworkHQ,
2038354402193420756,en,2026-03-29T20:35:34.000Z,"Death, taxes, and the Marlins somehow being the most clutch team in the league every year.

💣 Former top prospect, and Team Canada centerpiece, Owen Caissie with the walk-off to give the Marlins the sweep!
 https://t.co/pwvcc4w4D5",2038354402193420756,['2038354402193420756'],4,1,23,1,0,23690,ActionNetworkHQ,
2038341275045568999,en,2026-03-29T19:43:25.000Z,The Arizona–Michigan Final Four line already up😬 https://t.co/pM5yEkuf3z,2038341275045568999,['2038341275045568999'],1,2,18,1,1,9989,ActionNetworkHQ,
2038339708179075405,en,2026-03-29T19:37:11.000Z,That’s a 3/3 homer day by @gneiffer07!!! 🐐 https://t.co/gbv24E7zPM,2038339708179075405,['2038339708179075405'],6,5,212,0,12,36262,ActionNetworkHQ,
2038336867410845944,en,2026-03-29T19:25:54.000Z,"Tennessee was leading the game 16–14 with 10:52 left. Michigan then closed the half on a 34–10 run.

Vols are shooting 23.7% (9/38) 🥶 https://t.co/EDuAlUvrcb",2038336867410845944,['2038336867410845944'],0,2,6,1,1,17254,ActionNetworkHQ,
2038311747204067464,en,2026-03-29T17:46:05.000Z,"Sunday’s Elite Eight Betting Hub ✅

🏀 Best Bets: https://t.co/vxKtMSADIY
🏀 @AlHinton23's Player Props: https://t.co/9HhZNRc22C
🏀 @wheatonbrando’s Betting Card: https://t.co/qAWp2JYztS
🏀 Sharp Action: https://t.co/KpLfg96UxH https://t.co/96eTbJmYRq",2038311747204067464,['2038311747204067464'],1,3,8,0,0,13612,ActionNetworkHQ,
2038306138895360100,en,2026-03-29T17:23:48.000Z,"⚾️ MLB OPENING WEEKEND HOME RUN BET

💣 MUNETAKA MURAKAMI 1+ HOME RUN
👇 Add Directly To Your Betslip
  https://t.co/fne7jcEc53

🗣️ ""Murakami is a bit underpriced again. We don't have a big sample size of him in the majors, but he has a ton of power and should hit over 30 home https://t.co/3Gum9AoGKF",2038306138895360100,['2038306138895360100'],3,5,41,2,3,85497,ActionNetworkHQ,
2038305727500992721,en,2026-03-29T17:22:09.000Z,"⚾️ MLB OPENING WEEKEND HOME RUN BET

💣 NICK KURTZ 1+ HOME RUN
👇 Add Directly To Your Betslip
  https://t.co/3hNXmP7s4U

🗣️ ""These odds are far too high. The matchup vs. Eric Lauer is average, but these odds are likely inflated due to Lauer being a lefty (even though he is a https://t.co/Mxz34I8GgO",2038305727500992721,['2038305727500992721'],2,3,20,0,1,8898,ActionNetworkHQ,
2038300045720605105,en,2026-03-29T16:59:35.000Z,"Most popular bets for today’s Elite Eight slate on @BetMGM 

1. Michigan -7.5
2. UConn +5.5
3. UConn +180
4. Michigan -350
5. Duke-UConn OVER 134.5
6. Michigan-Tennessee OVER 146.5 https://t.co/a4ixJmcRpb",2038300045720605105,['2038300045720605105'],1,5,22,1,1,10400,ActionNetworkHQ,
2038298227473047725,en,2026-03-29T16:52:21.000Z,"🏀 MARCH MADNESS ELITE 8 PLAYER PROPS via @AlHinton23 

📈 YAXEL LENDEBORG OVER 15.5 POINTS
📉 TARRIS REED JR UNDER 9.5 REBOUNDS

👇 Add Directly To Your Betslip
  https://t.co/YPnPn079nX https://t.co/2zfBjEl6Bu",2038298227473047725,['2038298227473047725'],1,2,14,1,1,24485,ActionNetworkHQ,
2038297235721433398,en,2026-03-29T16:48:25.000Z,"Illinois +320 to win the South Region ✅

@VegasMinion nailed his preview prediction! https://t.co/lOESKJRroJ",2038297235721433398,['2038297235721433398'],1,4,9,0,0,7547,ActionNetworkHQ,
2038277770677989595,en,2026-03-29T15:31:04.000Z,"🏒 SUNDAY NHL BEST BET

🇺🇸 BLUE JACKETS 60 MINUTE MONEYLINE
👇 Add Directly To Your Betslip
  https://t.co/5TKrqBD5Do

🗣️ ""Korpisalo getting the nod here has dramatically shifted these odds, and it’s fair to see why. He’s only played in three games against the team he used to https://t.co/mqs0kdsAwG",2038277770677989595,['2038277770677989595'],1,6,21,1,1,9512,ActionNetworkHQ,
2038276011213648232,en,2026-03-29T15:24:05.000Z,"⚾️ MLB OPENING WEEKEND SUNDAY BEST BET

📈 GUARDIANS vs. MARINERS OVER 7.5 RUNS
👇 Add Directly To Your Betslip
  https://t.co/0M4M5rhEOv

🗣️ ""Both Cecconi and Hancock are unlikely to go more than five innings in this game. That's partly because it's their season debuts, but also https://t.co/Bl3ocAdBPg",2038276011213648232,['2038276011213648232'],2,6,28,2,5,27916,ActionNetworkHQ,
2038266419897348315,en,2026-03-29T14:45:58.000Z,"Getting lost in the Opening Weekend shuffle is Mason Miller’s new entrance…

Absolutely ELECTRIC entrance for the most dominant pitcher in baseball 🌽
 https://t.co/XZOrJMEluC",2038266419897348315,['2038266419897348315'],3,4,52,3,3,16262,ActionNetworkHQ,
2038263725979795602,en,2026-03-29T14:35:16.000Z,"🏀 SUNDAY NBA BEST BET

📈 AMEN THOMPSON OVER 18.5 POINTS
👇 Add Directly To Your Betslip
  https://t.co/zQrNpZBkGj

🗣️ “Thompson has finished with point-totals of 23, 20, and 23 in three matchups against the Pelicans so far this season. I expect that trend to continue for him https://t.co/m00iyagXJk",2038263725979795602,['2038263725979795602'],3,1,31,0,5,9510,ActionNetworkHQ,
2038259996366946345,en,2026-03-29T14:20:26.000Z,"🏀 MARCH MADNESS ELITE 8 BEST BET

🐶 UCONN MONEYLINE
👇 Add Directly To Your Betslip
  https://t.co/GQC2PrxVpr

🗣️ “However, I love the Huskies as an underdog in this spot, and I have a ton of faith in Hurley, who's shown time and time again that teamwork, grit and relentless https://t.co/7FhDKhK7o6",2038259996366946345,['2038259996366946345'],4,5,51,1,3,30815,ActionNetworkHQ,
